CODMUNDV,NOMEMUN,X,Y
2412906,São Tomé,-36.12857,-5.9882
2413003,São Vicente,-36.65982,-6.20768
2413102,Senador Elói de Souza,-35.679790000000004,-6.04565
2413201,Senador Georgino Avelino,-35.12155,-6.15794
2410306,Serra Caiada,-35.727740000000004,-6.10466
2413300,Serra de São Bento,-35.71893,-6.428640000000001
2413359,Serra do Mel,-37.02493,-5.17212
2413409,Serra Negra do Norte,-37.36002,-6.58737
2413508,Serrinha,-35.57436,-6.25513
2413557,Serrinha dos Pintos,-37.99307,-6.14449
2413607,Severiano Melo,-37.97271,-5.7692
2413706,Sítio Novo,-35.9273,-6.087969999999999
2413805,Taboleiro Grande,-38.05115,-5.93584
2413904,Taipu,-35.58521,-5.5967
2414001,Tangará,-35.83313,-6.21261
2414100,Tenente Ananias,-38.16389,-6.4406099999999995
2414159,Tenente Laurentino Cruz,-36.7227,-6.15908
2411056,Tibau,-37.321059999999996,-4.888380000000001
2414209,Tibau do Sul,-35.10022,-6.24176
2414308,Timbaúba dos Batistas,-37.247209999999995,-6.47769
2414407,Touros,-35.62053,-5.27693
2414456,Triunfo Potiguar,-37.15155,-5.9183900000000005
2414506,Umarizal,-37.832609999999995,-5.99198
2414605,Upanema,-37.28528,-5.60572
2414704,Várzea,-35.368390000000005,-6.351459999999999
2414753,Venha-Ver,-38.52678,-6.32072
2414803,Vera Cruz,-35.43571,-6.0373
2414902,Viçosa,-37.955020000000005,-5.98706
2415008,Vila Flor,-35.08706,-6.30282
2500106,Água Branca,-37.662209999999995,-7.47055
2500205,Aguiar,-38.2134,-7.073119999999999
2500304,Alagoa Grande,-35.60423,-7.05957
2500403,Alagoa Nova,-35.7631,-7.061889999999999
2500502,Alagoinha,-35.52183,-6.9593
2500536,Alcantil,-36.0481,-7.68855
2500577,Algodão de Jandaíra,-35.97116,-6.8864600000000005
2500601,Alhandra,-34.93346,-7.349260000000001
2500734,Amparo,-37.03881,-7.560919999999999
2500775,Aparecida,-38.0667,-6.787560000000001
2500809,Araçagi,-35.35517,-6.86097
2500908,Arara,-35.7322,-6.8595
2501005,Araruna,-35.7539,-6.5243
2501104,Areia,-35.70358,-6.952260000000001
2501153,Areia de Baraúnas,-36.9641,-7.10375
2501203,Areial,-35.93159,-7.04933
2501302,Aroeiras,-35.69182,-7.5354
2501351,Assunção,-36.70984,-7.07287
2501401,Baía da Traição,-34.98896,-6.6628300000000005
2501500,Bananeiras,-35.59693,-6.699960000000001
2501534,Baraúna,-36.26274,-6.621389999999999
2501609,Barra de Santa Rosa,-36.07607,-6.792039999999999
2501575,Barra de Santana,-35.96679,-7.564710000000001
2501708,Barra de São Miguel,-36.28529,-7.700989999999999
2501807,Bayeux,-34.922059999999995,-7.13195
2501906,Belém,-35.49756,-6.7050600000000005
2502003,Belém do Brejo do Cruz,-37.365520000000004,-6.1491
2502052,Bernardino Batista,-38.55912,-6.48511
2502102,Boa Ventura,-38.18772,-7.4298
2502151,Boa Vista,-36.22217,-7.27123
2502201,Bom Jesus,-38.63086,-6.8228800000000005
2502300,Bom Sucesso,-37.949040000000004,-6.47499
2502409,Bonito de Santa Fé,-38.47827,-7.289910000000001
2502508,Boqueirão,-36.150529999999996,-7.50776
2502706,Borborema,-35.59985,-6.793539999999999
2502805,Brejo do Cruz,-37.497370000000004,-6.329619999999999
2502904,Brejo dos Santos,-37.84714,-6.39845
2503001,Caaporã,-34.91981,-7.48647
2503100,Cabaceiras,-36.2935,-7.45265
2503209,Cabedelo,-34.847429999999996,-7.02705
2503308,Cachoeira dos Índios,-38.69566,-6.9466
2503407,Cacimba de Areia,-37.1725,-7.140810000000001
2503506,Cacimba de Dentro,-35.81279,-6.6250800000000005
2503555,Cacimbas,-37.08542,-7.20862
2503605,Caiçara,-35.41168,-6.60451
2503704,Cajazeiras,-38.5404,-6.91839
2503753,Cajazeirinhas,-37.8012,-6.959910000000001
2503803,Caldas Brandão,-35.33931,-7.1223600000000005
2503902,Camalaú,-36.801320000000004,-7.89981
2504009,Campina Grande,-35.966359999999995,-7.26348
2504033,Capim,-35.16912,-6.9005600000000005
2504074,Caraúbas,-36.501509999999996,-7.773280000000001
2504108,Carrapateira,-38.336890000000004,-7.041289999999999
2504157,Casserengue,-35.84377,-6.7543
2504207,Catingueira,-37.59086,-7.13835
2504306,Catolé do Rocha,-37.70471,-6.32105
2504355,Caturité,-36.058859999999996,-7.41529
2504405,Conceição,-38.528690000000005,-7.50462
2504504,Condado,-37.61226,-6.902480000000001
2504603,Conde,-34.86097,-7.28229
2504702,Congo,-36.64816,-7.79546
2504801,Coremas,-37.97076,-7.05075
2504850,Coxixola,-36.6346,-7.64497
2504900,Cruz do Espírito Santo,-35.103390000000005,-7.15075
2505006,Cubati,-36.31873,-6.86446
2505105,Cuité,-36.07747,-6.54871
2505238,Cuité de Mamanguape,-35.25328,-6.9051800000000005
2505204,Cuitegi,-35.5227,-6.903510000000001
2505279,Curral de Cima,-35.28483,-6.73353
2505303,Curral Velho,-38.16788,-7.536460000000001
2505352,Damião,-35.93047,-6.64346
2505402,Desterro,-37.09227,-7.30007
2505600,Diamante,-38.31564,-7.424169999999999
2505709,Dona Inês,-35.647420000000004,-6.61
2505808,Duas Estradas,-35.39647,-6.720210000000001
2505907,Emas,-37.74218,-7.088539999999999
2506004,Esperança,-35.88966,-6.99803
2506103,Fagundes,-35.78009,-7.39094
2506202,Frei Martinho,-36.44912,-6.41556
2506251,Gado Bravo,-35.81289,-7.589739999999999
2506301,Guarabira,-35.44957,-6.8776
2506400,Gurinhém,-35.43855,-7.14825
2506509,Gurjão,-36.46147,-7.261239999999999
2506608,Ibiara,-38.40437,-7.49285
2502607,Igaracy,-38.12461,-7.1549
2506707,Imaculada,-37.56147,-7.37208
2506806,Ingá,-35.62144,-7.27964
2506905,Itabaiana,-35.35443,-7.34855
2507002,Itaporanga,-38.18955,-7.28423
2507101,Itapororoca,-35.25878,-6.809360000000001
2507200,Itatuba,-35.64754,-7.40618
2507309,Jacaraú,-35.26997,-6.595439999999999
2507408,Jericó,-37.8185,-6.50899
2507507,João Pessoa,-34.86978,-7.1654
2513653,Joca Claudino,-38.48304,-6.4766900000000005
2507606,Juarez Távora,-35.5716,-7.15975
2507705,Juazeirinho,-36.5575,-7.0577
2507804,Junco do Seridó,-36.7762,-6.9905800000000005
2507903,Juripiranga,-35.21412,-7.35465
2508000,Juru,-37.80285,-7.5006
2508109,Lagoa,-37.88714,-6.588660000000001
2508208,Lagoa de Dentro,-35.36203,-6.679069999999999
2508307,Lagoa Seca,-35.86676,-7.1462699999999995
2508406,Lastro,-38.17785,-6.55106
2508505,Livramento,-36.92552,-7.3402899999999995
2508554,Logradouro,-35.42864,-6.5526800000000005
2508604,Lucena,-34.9095,-6.919010000000001
2508703,Mãe d'Água,-37.43888,-7.247560000000001
2508802,Malta,-37.525490000000005,-6.88282
2508901,Mamanguape,-35.15677,-6.720330000000001
2509008,Manaíra,-38.20538,-7.7251
2509057,Marcação,-35.00594,-6.747510000000001
2509107,Mari,-35.306490000000004,-7.038139999999999
2509156,Marizópolis,-38.334959999999995,-6.821330000000001
2509206,Massaranduba,-35.75666,-7.20166
2509305,Mataraca,-35.04444,-6.5564
2509339,Matinhas,-35.77153,-7.11862
2509370,Mato Grosso,-37.736670000000004,-6.547219999999999
2509396,Maturéia,-37.35879,-7.2846
2509404,Mogeiro,-35.497440000000005,-7.29495
2509503,Montadas,-35.94307,-7.0906199999999995
2509602,Monte Horebe,-38.5373,-7.20638
2509701,Monteiro,-37.0925,-7.907830000000001
2509800,Mulungu,-35.424240000000005,-6.999210000000001
2509909,Natuba,-35.56361,-7.56083
2510006,Nazarezinho,-38.32587,-6.95102
2510105,Nova Floresta,-36.2062,-6.476380000000001
2510204,Nova Olinda,-38.01559,-7.4769
2510303,Nova Palmeira,-36.42757,-6.67576
2510402,Olho d'Água,-37.7586,-7.2839100000000006
2510501,Olivedos,-36.25164,-6.9789699999999995
2510600,Ouro Velho,-37.13738,-7.609489999999999
2510659,Parari,-36.66918,-7.32673
2510709,Passagem,-37.043409999999994,-7.11493
2510808,Patos,-37.31791,-6.99498
2510907,Paulista,-37.609390000000005,-6.62668
2511004,Pedra Branca,-38.07996,-7.46068
2511103,Pedra Lavrada,-36.386759999999995,-6.7750699999999995
2511202,Pedras de Fogo,-35.07484,-7.33639
2512721,Pedro Régis,-35.29116,-6.668769999999999
2511301,Piancó,-37.946670000000005,-7.20114
2511400,Picuí,-36.33654,-6.49327
2511509,Pilar,-35.26744,-7.2786800000000005
2511608,Pilões,-35.60844,-6.883210000000001
2511707,Pilõezinhos,-35.54985,-6.847860000000001
2511806,Pirpirituba,-35.49589,-6.79051
2511905,Pitimbu,-34.842079999999996,-7.431139999999999
2512002,Pocinhos,-36.09325,-7.061380000000001
2512036,Poço Dantas,-38.5227,-6.3909
2512077,Poço de José de Moura,-38.50032,-6.591660000000001
2512101,Pombal,-37.85139,-6.773280000000001
2512200,Prata,-37.089059999999996,-7.6971300000000005
2512309,Princesa Isabel,-38.00506,-7.6539399999999995
2512408,Puxinanã,-35.962990000000005,-7.14875
2512507,Queimadas,-35.91431,-7.3992
2512606,Quixaba,-37.13953,-7.04172
2512705,Remígio,-35.84814,-6.92655
2512747,Riachão,-35.64629,-6.54211
2512754,Riachão do Bacamarte,-35.66941,-7.238169999999999
2512762,Riachão do Poço,-35.29034,-7.15523
2512788,Riacho de Santo Antônio,-36.13892,-7.68127
2512804,Riacho dos Cavalos,-37.637409999999996,-6.47773
2512903,Rio Tinto,-35.03699,-6.796930000000001
2513000,Salgadinho,-36.83932,-7.097760000000001
2513109,Salgado de São Félix,-35.46611,-7.41459
2513158,Santa Cecília,-35.92442,-7.730160000000001
2513208,Santa Cruz,-38.05429,-6.54666
2513307,Santa Helena,-38.58442,-6.73088
2513356,Santa Inês,-38.57819,-7.66662
2513406,Santa Luzia,-36.90652,-6.918019999999999
2513703,Santa Rita,-35.00047,-7.066260000000001
2513802,Santa Teresinha,-37.44545,-7.09083
2513505,Santana de Mangueira,-38.33125,-7.62816
2513604,Santana dos Garrotes,-37.962340000000005,-7.3869
2513851,Santo André,-36.615429999999996,-7.2205
2513927,São Bentinho,-37.70749,-6.87202
2513901,São Bento,-37.47142,-6.45919
2513968,São Domingos,-37.9513,-6.80357
2513943,São Domingos do Cariri,-36.40206,-7.5925899999999995
2513984,São Francisco,-38.054359999999996,-6.63202
2514008,São João do Cariri,-36.490809999999996,-7.45287
2500700,São João do Rio do Peixe,-38.41792,-6.733060000000001
2514107,São João do Tigre,-36.78758,-8.08882
2514206,São José da Lagoa Tapada,-38.141009999999994,-6.941269999999999
2514305,São José de Caiana,-38.32785,-7.259589999999999
2514404,São José de Espinharas,-37.37976,-6.813110000000001
2514503,São José de Piranhas,-38.49478,-7.098380000000001
2514552,São José de Princesa,-38.09596,-7.703010000000001
2514602,São José do Bonfim,-37.30041,-7.14739
2514651,São José do Brejo do Cruz,-37.35868,-6.23586
2514701,São José do Sabugi,-36.82134,-6.817419999999999
2514800,São José dos Cordeiros,-36.865629999999996,-7.428780000000001
2514453,São José dos Ramos,-35.348,-7.24027
2514909,São Mamede,-37.0851,-6.9271
2515005,São Miguel de Taipu,-35.19993,-7.2412399999999995
2515104,São Sebastião de Lagoa de Roça,-35.85208,-7.08725
2515203,São Sebastião do Umbuzeiro,-37.015029999999996,-8.1583
2515401,São Vicente do Seridó,-36.44704,-6.907710000000001
2515302,Sapé,-35.197590000000005,-7.0553
2515500,Serra Branca,-36.70896,-7.5359300000000005
2515609,Serra da Raiz,-35.45203,-6.70552
2515708,Serra Grande,-38.3767,-7.2179899999999995
2515807,Serra Redonda,-35.66319,-7.17122
2515906,Serraria,-35.64467,-6.833189999999999
2515930,Sertãozinho,-35.4219,-6.7421
2515971,Sobrado,-35.256370000000004,-7.1798
2516003,Solânea,-35.72498,-6.752680000000001
2516102,Soledade,-36.37028,-7.10203
2516151,Sossêgo,-36.2103,-6.72675
2516201,Sousa,-38.226659999999995,-6.73782
2516300,Sumé,-36.90043,-7.67749
2516409,Tacima,-35.5183,-6.5381599999999995
2516508,Taperoá,-36.834990000000005,-7.21922
2516607,Tavares,-37.89137,-7.600560000000001
2516706,Teixeira,-37.24035,-7.2450399999999995
2516755,Tenório,-36.624140000000004,-6.961010000000001
2516805,Triunfo,-38.57339,-6.6065
2516904,Uiraúna,-38.392340000000004,-6.508369999999999
2517001,Umbuzeiro,-35.73809,-7.68076
2517100,Várzea,-37.03024,-6.7887699999999995
2517209,Vieirópolis,-38.267379999999996,-6.5598600000000005
2505501,Vista Serrana,-37.57597,-6.75625
2517407,Zabelê,-37.09616,-8.07691
2600054,Abreu e Lima,-35.01934,-7.87931
2600104,Afogados da Ingazeira,-37.62,-7.7371
2600203,Afrânio,-41.0054,-8.61893
2600302,Agrestina,-35.94531,-8.45652
2600401,Água Preta,-35.48178,-8.728810000000001
2600500,Águas Belas,-37.03865,-9.08704
2600609,Alagoinha,-36.75543,-8.49398
2600708,Aliança,-35.19311,-7.60279
2600807,Altinho,-36.09865,-8.48992
2600906,Amaraji,-35.465740000000004,-8.36538
2601003,Angelim,-36.276740000000004,-8.891539999999999
2601052,Araçoiaba,-35.07614,-7.793239999999999
2601102,Araripina,-40.4848,-7.60795
2601201,Arcoverde,-37.010329999999996,-8.384839999999999
2601300,Barra de Guabiraba,-35.63278,-8.41656
2601409,Barreiros,-35.25863,-8.82019
2601508,Belém de Maria,-35.815059999999995,-8.60506
2601607,Belém do São Francisco,-38.98194,-8.58356
2601706,Belo Jardim,-36.40518,-8.25893
2601805,Betânia,-37.98765,-8.26529
2601904,Bezerros,-35.78241,-8.21791
2602001,Bodocó,-39.96475,-7.65591
2602100,Bom Conselho,-36.68401,-9.20268
2602209,Bom Jardim,-35.58744,-7.785539999999999
2602308,Bonito,-35.70753,-8.495519999999999
2602407,Brejão,-36.52987,-9.02675
2602506,Brejinho,-37.32075,-7.33656
2602605,Brejo da Madre de Deus,-36.28141,-8.07564
2602704,Buenos Aires,-35.34724,-7.73792
2602803,Buíque,-37.120870000000004,-8.64904
2602902,Cabo de Santo Agostinho,-35.08481,-8.26948
2603009,Cabrobó,-39.32935,-8.38655
2603108,Cachoeirinha,-36.29094,-8.48493
2603207,Caetés,-36.65919,-8.80395
2603306,Calçado,-36.32175,-8.750580000000001
2603405,Calumbi,-38.07868,-8.003919999999999
2603454,Camaragibe,-34.99576,-7.98683
2603504,Camocim de São Félix,-35.77189,-8.34944
2603603,Camutanga,-35.29957,-7.43312
2603702,Canhotinho,-36.1769,-8.89323
2603801,Capoeiras,-36.599059999999994,-8.68705
2603900,Carnaíba,-37.72716,-7.79623
2603926,Carnaubeira da Penha,-38.72153,-8.409189999999999
2604007,Carpina,-35.3056,-7.819560000000001
2604106,Caruaru,-36.01659,-8.17998
2604155,Casinhas,-35.721379999999996,-7.75638
2604205,Catende,-35.73048,-8.67586
2604304,Cedro,-39.20374,-7.7438199999999995
2604403,Chã de Alegria,-35.222570000000005,-7.999339999999999
2604502,Chã Grande,-35.47398,-8.229519999999999
2604601,Condado,-35.09868,-7.596310000000001
2604700,Correntes,-36.33868,-9.11471
2604809,Cortês,-35.53076,-8.433010000000001
2604908,Cumaru,-35.72077,-8.03995
2605004,Cupira,-35.93138,-8.58301
2605103,Custódia,-37.68155,-8.17384
2605152,Dormentes,-40.6203,-8.4962
2605202,Escada,-35.2645,-8.369819999999999
2605301,Exu,-39.74815,-7.5160800000000005
2605400,Feira Nova,-35.38324,-7.952889999999999
2605459,Fernando de Noronha,-32.4268,-3.8573
2605509,Ferreiros,-35.243140000000004,-7.47682
2605608,Flores,-37.89476,-7.93992
2605707,Floresta,-38.305820000000004,-8.56658
2605806,Frei Miguelinho,-35.885,-7.93509
2605905,Gameleira,-35.39261,-8.61293
2606002,Garanhuns,-36.50114,-8.929089999999999
2606101,Glória do Goitá,-35.33937,-8.01315
2606200,Goiana,-34.94247,-7.59698
2606309,Granito,-39.6943,-7.78844
2606408,Gravatá,-35.564029999999995,-8.1986
2606507,Iati,-36.90106,-9.143469999999999
2606606,Ibimirim,-37.60785,-8.59247
2606705,Ibirajuba,-36.20142,-8.6134
2606804,Igarassu,-34.96047,-7.81773
2606903,Iguaracy,-37.40314,-7.845560000000001
2607604,Ilha de Itamaracá,-34.8547,-7.7595
2607000,Inajá,-37.84644,-8.80824
2607109,Ingazeira,-37.416129999999995,-7.71386
2607208,Ipojuca,-35.08798,-8.437439999999999
2607307,Ipubi,-40.2174,-7.49786
2607406,Itacuruba,-38.728559999999995,-8.74928
2607505,Itaíba,-37.29582,-8.98433
2607653,Itambé,-35.134370000000004,-7.450010000000001
2607703,Itapetim,-37.143240000000006,-7.397539999999999
2607752,Itapissuma,-34.907340000000005,-7.745839999999999
2607802,Itaquitinga,-35.03256,-7.686380000000001
2607901,Jaboatão dos Guararapes,-35.00336,-8.15216
2607950,Jaqueira,-35.807829999999996,-8.743310000000001
2608008,Jataúba,-36.53386,-8.05521
2608057,Jatobá,-38.21379,-9.20775
2608107,João Alfredo,-35.593959999999996,-7.85993
2608206,Joaquim Nabuco,-35.54446,-8.56189
2608255,Jucati,-36.459559999999996,-8.744069999999999
2608305,Jupi,-36.39397,-8.71547
2608404,Jurema,-36.14275,-8.75543
2608503,Lagoa de Itaenga,-35.294140000000006,-7.90977
2608453,Lagoa do Carro,-35.33672,-7.852589999999999
2608602,Lagoa do Ouro,-36.46516,-9.162189999999999
2608701,Lagoa dos Gatos,-35.895579999999995,-8.68237
2608750,Lagoa Grande,-40.223,-8.77738
2608800,Lajedo,-36.28629,-8.67795
2608909,Limoeiro,-35.44786,-7.84772
2609006,Macaparana,-35.45021,-7.52767
2609105,Machados,-35.50026,-7.7046
2609154,Manari,-37.55422,-8.89292
2609204,Maraial,-35.76171,-8.83421
2609303,Mirandiba,-38.736059999999995,-8.15751
2614303,Moreilândia,-39.52234,-7.61805
2609402,Moreno,-35.14691,-8.143839999999999
2609501,Nazaré da Mata,-35.23317,-7.7372
2609600,Olinda,-34.86613,-7.9931
2609709,Orobó,-35.5986,-7.70582
2609808,Orocó,-39.59107,-8.47212
2609907,Ouricuri,-40.16415,-7.96484
2610004,Palmares,-35.62995,-8.65656
2610103,Palmeirina,-36.27785,-9.01141
2610202,Panelas,-36.04914,-8.6651
2610301,Paranatama,-36.70711,-8.893939999999999
2610400,Parnamirim,-39.76962,-8.161760000000001
2610509,Passira,-35.546459999999996,-8.01239
2610608,Paudalho,-35.15502,-7.90615
2610707,Paulista,-34.88326,-7.92815
2610806,Pedra,-36.89993,-8.697389999999999
2610905,Pesqueira,-36.739470000000004,-8.39075
2611002,Petrolândia,-38.30789,-8.89933
2611101,Petrolina,-40.572359999999996,-9.019789999999999
2611200,Poção,-36.71172,-8.22477
2611309,Pombos,-35.3873,-8.18168
2611408,Primavera,-35.39094,-8.326939999999999
2611507,Quipapá,-36.02868,-8.83606
2611533,Quixaba,-37.849070000000005,-7.7176100000000005
2611606,Recife,-34.933170000000004,-8.03923
2611705,Riacho das Almas,-35.8829,-8.08195
2611804,Ribeirão,-35.36651,-8.504610000000001
2611903,Rio Formoso,-35.21815,-8.67507
2612000,Sairé,-35.68459,-8.303360000000001
2612109,Salgadinho,-35.59382,-7.9161399999999995
2612208,Salgueiro,-39.09087,-8.12904
2612307,Saloá,-36.73895,-8.9916
2612406,Sanharó,-36.54957,-8.365310000000001
2612455,Santa Cruz,-40.30186,-8.29105
2612471,Santa Cruz da Baixa Verde,-38.175709999999995,-7.849489999999999
2612505,Santa Cruz do Capibaribe,-36.32529,-7.88957
2612554,Santa Filomena,-40.57152,-8.22361
2612604,Santa Maria da Boa Vista,-39.914359999999995,-8.62973
2612703,Santa Maria do Cambucá,-35.8829,-7.82475
2612802,Santa Terezinha,-37.43652,-7.43043
2612901,São Benedito do Sul,-35.90671,-8.80927
2613008,São Bento do Una,-36.45064,-8.535919999999999
2613107,São Caitano,-36.14801,-8.32883
2613206,São João,-36.37758,-8.87996
2613305,São Joaquim do Monte,-35.842729999999996,-8.45507
2613404,São José da Coroa Grande,-35.1851,-8.86556
2613503,São José do Belmonte,-38.745670000000004,-7.865760000000001
2613602,São José do Egito,-37.273109999999996,-7.52802
2613701,São Lourenço da Mata,-35.10409,-8.02357
2613800,São Vicente Férrer,-35.489959999999996,-7.60615
2613909,Serra Talhada,-38.36973,-8.0361
2614006,Serrita,-39.38154,-7.85047
2614105,Sertânia,-37.33708,-8.210560000000001
2614204,Sirinhaém,-35.17204,-8.57202
2614402,Solidão,-37.65133,-7.58485
2614501,Surubim,-35.754529999999995,-7.89186
2614600,Tabira,-37.51368,-7.57755
2614709,Tacaimbó,-36.27016,-8.348
2614808,Tacaratu,-38.07649,-8.9568
2614857,Tamandaré,-35.22965,-8.7456
2615003,Taquaritinga do Norte,-36.13046,-7.869439999999999
2615102,Terezinha,-36.63084,-9.07756
2615201,Terra Nova,-39.38921,-8.14532
2615300,Timbaúba,-35.34049,-7.533919999999999
2615409,Toritama,-36.05573,-7.99902
2615508,Tracunhaém,-35.160470000000004,-7.75899
2615607,Trindade,-40.295,-7.7278
2615706,Triunfo,-38.066629999999996,-7.84985
2615805,Tupanatinga,-37.28028,-8.683869999999999
2615904,Tuparetama,-37.263940000000005,-7.688110000000001
2616001,Venturosa,-36.80532,-8.61501
2616100,Verdejante,-38.989090000000004,-7.975860000000001
2616183,Vertente do Lério,-35.81547,-7.77765
2616209,Vertentes,-35.9823,-7.890060000000001
2616308,Vicência,-35.35722,-7.65953
2616407,Vitória de Santo Antão,-35.28763,-8.15002
2616506,Xexéu,-35.65331,-8.836210000000001
2700102,Água Branca,-37.89866,-9.266539999999999
2700201,Anadia,-36.313520000000004,-9.66297
2700300,Arapiraca,-36.641009999999994,-9.74929
2700409,Atalaia,-36.07249,-9.50474
2700508,Barra de Santo Antônio,-35.56451,-9.38204
2700607,Barra de São Miguel,-35.945209999999996,-9.8135
2700706,Batalha,-37.10089,-9.70681
2700805,Belém,-36.49178,-9.5574
2700904,Belo Monte,-37.18851,-9.8177
2701001,Boca da Mata,-36.18099,-9.6676
2701100,Branquinha,-36.03957,-9.22302
2701209,Cacimbinhas,-36.92156,-9.44567
2701308,Cajueiro,-36.16022,-9.3933
2701357,Campestre,-35.540490000000005,-8.89355
2701407,Campo Alegre,-36.28293,-9.814860000000001
2701506,Campo Grande,-36.746390000000005,-9.96723
2701605,Canapi,-37.52845,-9.12541
2701704,Capela,-36.0912,-9.34806
2701803,Carneiros,-37.36803,-9.46288
2701902,Chã Preta,-36.2775,-9.24092
2702009,Coité do Nóia,-36.582240000000006,-9.62988
2702108,Colônia Leopoldina,-35.76005,-8.94183
2702207,Coqueiro Seco,-35.80874,-9.64226
2702306,Coruripe,-36.23039,-10.08237
2702355,Craíbas,-36.78832,-9.62945
2702405,Delmiro Gouveia,-38.04757,-9.39736
2702504,Dois Riachos,-37.069990000000004,-9.38286
2702553,Estrela de Alagoas,-36.770270000000004,-9.39344
2702603,Feira Grande,-36.66264,-9.89022
2702702,Feliz Deserto,-36.3363,-10.28332
2702801,Flexeiras,-35.76382,-9.24535
2702900,Girau do Ponciano,-36.85028,-9.79307
2703007,Ibateguara,-35.89617,-8.95421
2703106,Igaci,-36.68182,-9.54338
2703205,Igreja Nova,-36.620129999999996,-10.13985
2703304,Inhapi,-37.692190000000004,-9.27178
2703403,Jacaré dos Homens,-37.228,-9.652389999999999
2703502,Jacuípe,-35.44713,-8.88365
2703601,Japaratinga,-35.297990000000006,-9.08337
2703700,Jaramataia,-36.99606,-9.65477
2703759,Jequiá da Praia,-36.097159999999995,-9.921489999999999
2703809,Joaquim Gomes,-35.77879,-9.079460000000001
2703908,Jundiá,-35.5367,-8.96234
2704005,Junqueiro,-36.44072,-9.8565
2704104,Lagoa da Canoa,-36.73597,-9.79993
2704203,Limoeiro de Anadia,-36.467729999999996,-9.732389999999999
2704302,Maceió,-35.71134,-9.52241
2704401,Major Isidoro,-37.008559999999996,-9.54097
2704906,Mar Vermelho,-36.40315,-9.47287
2704500,Maragogi,-35.26919,-8.95169
2704609,Maravilha,-37.39902,-9.244010000000001
2704708,Marechal Deodoro,-35.90625,-9.71598
2704807,Maribondo,-36.295590000000004,-9.55932
2705002,Mata Grande,-37.75662,-9.05211
2705101,Matriz de Camaragibe,-35.58169,-9.104460000000001
2705200,Messias,-35.81235,-9.34361
2705309,Minador do Negrão,-36.8635,-9.33687
2705408,Monteirópolis,-37.29613,-9.600610000000001
2705507,Murici,-35.92396,-9.29086
2705606,Novo Lino,-35.629059999999996,-8.96303
2705705,Olho d'Água das Flores,-37.259,-9.53197
2705804,Olho d'Água do Casado,-37.8152,-9.43651
2705903,Olho d'Água Grande,-36.793440000000004,-10.056189999999999
2706000,Olivença,-37.17743,-9.48922
2706109,Ouro Branco,-37.36376,-9.1278
2706208,Palestina,-37.302479999999996,-9.68936
2706307,Palmeira dos Índios,-36.60572,-9.418239999999999
2706406,Pão de Açúcar,-37.485409999999995,-9.670960000000001
2706422,Pariconha,-38.047740000000005,-9.24046
2706448,Paripueira,-35.59364,-9.43555
2706505,Passo de Camaragibe,-35.500029999999995,-9.25577
2706604,Paulo Jacinto,-36.40941,-9.37763
2706703,Penedo,-36.48264,-10.231589999999999
2706802,Piaçabuçu,-36.40182,-10.38675
2706901,Pilar,-36.00311,-9.61308
2707008,Pindoba,-36.28564,-9.47598
2707107,Piranhas,-37.72595,-9.5245
2707206,Poço das Trincheiras,-37.32029,-9.298760000000001
2707305,Porto Calvo,-35.426840000000006,-9.02599
2707404,Porto de Pedras,-35.406659999999995,-9.14365
2707503,Porto Real do Colégio,-36.73798,-10.12208
2707602,Quebrangulo,-36.46123,-9.30327
2707701,Rio Largo,-35.86425,-9.4815
2707800,Roteiro,-35.9802,-9.86883
2707909,Santa Luzia do Norte,-35.8299,-9.61207
2708006,Santana do Ipanema,-37.210879999999996,-9.358369999999999
2708105,Santana do Mundaú,-36.19101,-9.128060000000001
2708204,São Brás,-36.8635,-10.10784
2708303,São José da Laje,-36.03994,-8.98752
2708402,São José da Tapera,-37.49053,-9.53262
2708501,São Luís do Quitunde,-35.634159999999994,-9.2498
2708600,São Miguel dos Campos,-36.09731,-9.76711
2708709,São Miguel dos Milagres,-35.4069,-9.23081
2708808,São Sebastião,-36.550509999999996,-9.96367
2708907,Satuba,-35.84428,-9.58043
2708956,Senador Rui Palmeira,-37.51124,-9.39105
2709004,Tanque d'Arca,-36.42288,-9.557789999999999
2709103,Taquarana,-36.49522,-9.62486
2709152,Teotônio Vilela,-36.3715,-9.9647
2709202,Traipu,-36.96926,-9.89728
2709301,União dos Palmares,-36.01424,-9.12087
2709400,Viçosa,-36.263870000000004,-9.35817
2800100,Amparo de São Francisco,-36.92127,-10.166319999999999
2800209,Aquidabã,-37.063959999999994,-10.261280000000001
2800308,Aracaju,-37.09491,-10.99416
2800407,Arauá,-37.59216,-11.26248
2800506,Areia Branca,-37.33146,-10.7872
2800605,Barra dos Coqueiros,-36.97139,-10.85287
2800670,Boquim,-37.5971,-11.12055
2800704,Brejo Grande,-36.4717,-10.47768
2801009,Campo do Brito,-37.50065,-10.76633
2801108,Canhoba,-37.001909999999995,-10.14906
2801207,Canindé de São Francisco,-37.91352,-9.71274
2801306,Capela,-37.0367,-10.46969
2801405,Carira,-37.710570000000004,-10.36368
2801504,Carmópolis,-36.96635,-10.664819999999999
2801603,Cedro de São João,-36.89918,-10.26649
2801702,Cristinápolis,-37.73644,-11.48068
2801900,Cumbe,-37.19579,-10.34837
2802007,Divina Pastora,-37.15675,-10.67596
2802106,Estância,-37.39826,-11.24881
2802205,Feira Nova,-37.32973,-10.28257
2802304,Frei Paulo,-37.59018,-10.52261
