CODMUNDV,NOMEMUN,X,Y
3144375,Natalândia,-46.474759999999996,-16.545170000000002
3144409,Natércia,-45.51214,-22.13009
3144508,Nazareno,-44.61509,-21.2042
3144607,Nepomuceno,-45.26079,-21.22756
3144656,Ninheira,-41.659859999999995,-15.36811
3144672,Nova Belém,-41.10204,-18.48817
3144706,Nova Era,-43.01375,-19.71882
3144805,Nova Lima,-43.90398,-20.07418
3144904,Nova Módica,-41.52241,-18.452560000000002
3145000,Nova Ponte,-47.70687,-19.2612
3145059,Nova Porteirinha,-43.275040000000004,-15.734570000000001
3145109,Nova Resende,-46.41564,-21.09796
3145208,Nova Serrana,-44.97395,-19.852339999999998
3136603,Nova União,-43.57204,-19.63534
3145307,Novo Cruzeiro,-41.95517,-17.37077
3145356,Novo Oriente de Minas,-41.22761,-17.22924
3145372,Novorizonte,-42.39768,-16.011020000000002
3145406,Olaria,-43.96607,-21.9071
3145455,Olhos-d'Água,-43.59491,-17.47803
3145505,Olímpio Noronha,-45.285379999999996,-22.090529999999998
3145604,Oliveira,-44.73598,-20.74981
3145703,Oliveira Fortes,-43.514920000000004,-21.335820000000002
3145802,Onça de Pitangui,-44.73553,-19.70823
3145851,Oratórios,-42.79374,-20.42645
3145877,Orizânia,-42.21285,-20.51458
3145901,Ouro Branco,-43.675340000000006,-20.52466
3146008,Ouro Fino,-46.38398,-22.25479
3146107,Ouro Preto,-43.61039,-20.3911
3146206,Ouro Verde de Minas,-41.29632,-18.04852
3146255,Padre Carvalho,-42.586290000000005,-16.30125
3146305,Padre Paraíso,-41.55202,-17.03799
3146552,Pai Pedro,-43.14959,-15.419120000000001
3146404,Paineiras,-45.491040000000005,-18.91884
3146503,Pains,-45.69392,-20.38154
3146602,Paiva,-43.42387,-21.28675
3146701,Palma,-42.32888,-21.419079999999997
3146750,Palmópolis,-40.37108,-16.78854
3146909,Papagaios,-44.69133,-19.376479999999997
3147105,Pará de Minas,-44.607859999999995,-19.83426
3147006,Paracatu,-46.8842,-17.17315
3147204,Paraguaçu,-45.74992,-21.56681
3147303,Paraisópolis,-45.817,-22.57149
3147402,Paraopeba,-44.452659999999995,-19.2722
3147600,Passa Quatro,-44.968340000000005,-22.40578
3147709,Passa Tempo,-44.4911,-20.64893
3147808,Passa Vinte,-44.261509999999994,-22.182920000000003
3147501,Passabém,-43.1753,-19.36029
3147907,Passos,-46.621990000000004,-20.71858
3147956,Patis,-44.101420000000005,-16.08064
3148004,Patos de Minas,-46.50772,-18.59701
3148103,Patrocínio,-47.05125,-18.97052
3148202,Patrocínio do Muriaé,-42.252990000000004,-21.16715
3148301,Paula Cândido,-42.98498,-20.85588
3148400,Paulistas,-42.86527,-18.4582
3148509,Pavão,-41.06162,-17.47152
3148608,Peçanha,-42.51036,-18.55706
3148707,Pedra Azul,-41.18423,-15.955070000000001
3148756,Pedra Bonita,-42.3753,-20.47664
3148806,Pedra do Anta,-42.72132,-20.592979999999997
3148905,Pedra do Indaiá,-45.22931,-20.28688
3149002,Pedra Dourada,-42.15491,-20.82769
3149101,Pedralva,-45.45389,-22.24961
3149150,Pedras de Maria da Cruz,-44.32366,-15.625739999999999
3149200,Pedrinópolis,-47.51028,-19.19225
3149309,Pedro Leopoldo,-44.05279,-19.63989
3149408,Pedro Teixeira,-43.72912,-21.725279999999998
3149507,Pequeri,-43.1321,-21.825870000000002
3149606,Pequi,-44.63579,-19.60476
3149705,Perdigão,-45.0579,-19.94024
3149804,Perdizes,-47.19599,-19.40015
3149903,Perdões,-45.06478,-21.07593
3149952,Periquito,-42.23183,-19.084229999999998
3150000,Pescador,-41.56007,-18.331129999999998
3150109,Piau,-43.31674,-21.50238
3150158,Piedade de Caratinga,-42.044709999999995,-19.76303
3150208,Piedade de Ponte Nova,-42.718070000000004,-20.24171
3150307,Piedade do Rio Grande,-44.15548,-21.48404
3150406,Piedade dos Gerais,-44.24644,-20.47405
3150505,Pimenta,-45.831309999999995,-20.53049
3150539,Pingo d'Água,-42.42184,-19.74341
3150570,Pintópolis,-45.24725,-16.04938
3150604,Piracema,-44.422709999999995,-20.52224
3150703,Pirajuba,-48.657759999999996,-19.94025
3150802,Piranga,-43.29902,-20.63325
3150901,Piranguçu,-45.51547,-22.556639999999998
3151008,Piranguinho,-45.58655,-22.36298
3151107,Pirapetinga,-42.363929999999996,-21.67909
3151206,Pirapora,-44.86745,-17.39335
3151305,Piraúba,-43.0297,-21.26378
3151404,Pitangui,-44.88645,-19.58779
3151503,Piumhi,-46.0504,-20.44144
3151602,Planura,-48.64626,-20.08125
3151701,Poço Fundo,-45.99333,-21.80627
3151800,Poços de Caldas,-46.5633,-21.808020000000003
3151909,Pocrane,-41.55715,-19.58495
3152006,Pompéu,-44.92358,-19.13114
3152105,Ponte Nova,-42.917390000000005,-20.41215
3152131,Ponto Chique,-44.973620000000004,-16.6088
3152170,Ponto dos Volantes,-41.47443,-16.834229999999998
3152204,Porteirinha,-43.07582,-15.7166
3152303,Porto Firme,-43.08037,-20.66358
3152402,Poté,-41.76934,-17.81498
3152501,Pouso Alegre,-45.93997,-22.2649
3152600,Pouso Alto,-44.932559999999995,-22.175420000000003
3152709,Prados,-44.06346,-21.098589999999998
3152808,Prata,-48.9542,-19.32988
3152907,Pratápolis,-46.86272,-20.78734
3153004,Pratinha,-46.402570000000004,-19.75976
3153103,Presidente Bernardes,-43.15478,-20.77044
3153202,Presidente Juscelino,-44.083259999999996,-18.72606
3153301,Presidente Kubitschek,-43.5781,-18.63392
3153400,Presidente Olegário,-46.33619,-18.23919
3153608,Prudente de Morais,-44.11144,-19.46446
3153707,Quartel Geral,-45.60307,-19.279770000000003
3153806,Queluzito,-43.89076,-20.732110000000002
3153905,Raposos,-43.783159999999995,-19.980929999999997
3154002,Raul Soares,-42.3902,-20.01318
3154101,Recreio,-42.43785,-21.519779999999997
3154150,Reduto,-41.9403,-20.23781
3154200,Resende Costa,-44.29204,-20.83745
3154309,Resplendor,-41.15309,-19.21193
3154408,Ressaquinha,-43.7532,-21.08541
3154457,Riachinho,-45.92794,-16.27669
3154507,Riacho dos Machados,-42.99342,-16.054479999999998
3154606,Ribeirão das Neves,-44.07203,-19.77956
3154705,Ribeirão Vermelho,-45.07306,-21.14789
3154804,Rio Acima,-43.77199,-20.10584
3154903,Rio Casca,-42.66062,-20.14094
3155108,Rio do Prado,-40.55579,-16.67657
3155009,Rio Doce,-42.90653,-20.21559
3155207,Rio Espera,-43.49208,-20.86788
3155306,Rio Manso,-44.34496,-20.26705
3155405,Rio Novo,-43.14391,-21.46857
3155504,Rio Paranaíba,-46.29892,-19.24
3155603,Rio Pardo de Minas,-42.551359999999995,-15.708960000000001
3155702,Rio Piracicaba,-43.1492,-19.97081
3155801,Rio Pomba,-43.1718,-21.248379999999997
3155900,Rio Preto,-43.87862,-22.04103
3156007,Rio Vermelho,-43.05506,-18.25467
3156106,Ritápolis,-44.3764,-20.98229
3156205,Rochedo de Minas,-43.02856,-21.64101
3156304,Rodeiro,-42.84131,-21.21068
3156403,Romaria,-47.56256,-18.90353
3156452,Rosário da Limeira,-42.51141,-20.97937
3156502,Rubelita,-42.233959999999996,-16.36766
3156601,Rubim,-40.494240000000005,-16.46388
3156700,Sabará,-43.77915,-19.85128
3156809,Sabinópolis,-43.063520000000004,-18.6509
3156908,Sacramento,-47.26638,-19.90449
3157005,Salinas,-42.15207,-16.11114
3157104,Salto da Divisa,-40.02923,-16.11047
3157203,Santa Bárbara,-43.47514,-20.02895
3157252,Santa Bárbara do Leste,-42.1066,-19.94514
3157278,Santa Bárbara do Monte Verde,-43.69447,-21.96394
3157302,Santa Bárbara do Tugúrio,-43.5315,-21.245079999999998
3157336,Santa Cruz de Minas,-44.2173,-21.12031
3157377,Santa Cruz de Salinas,-41.78986,-16.05074
3157401,Santa Cruz do Escalvado,-42.814009999999996,-20.230610000000002
3157500,Santa Efigênia de Minas,-42.404340000000005,-18.86283
3157609,Santa Fé de Minas,-45.55707,-16.70147
3157658,Santa Helena de Minas,-40.658840000000005,-16.90198
3157708,Santa Juliana,-47.5091,-19.38027
3157807,Santa Luzia,-43.83662,-19.7448
3157906,Santa Margarida,-42.26616,-20.42814
3158003,Santa Maria de Itabira,-43.04493,-19.43529
3158102,Santa Maria do Salto,-40.11635,-16.30734
3158201,Santa Maria do Suaçuí,-42.32435,-18.25848
3159209,Santa Rita de Caldas,-46.271390000000004,-22.02372
3159407,Santa Rita de Ibitipoca,-43.9302,-21.57722
3159308,Santa Rita de Jacutinga,-44.09185,-22.10153
3159357,Santa Rita de Minas,-42.123259999999995,-19.87504
3159506,Santa Rita do Itueto,-41.388690000000004,-19.41281
3159605,Santa Rita do Sapucaí,-45.682759999999995,-22.23704
3159704,Santa Rosa da Serra,-45.99977,-19.56204
3159803,Santa Vitória,-50.27559,-18.989620000000002
3158300,Santana da Vargem,-45.505359999999996,-21.27058
3158409,Santana de Cataguases,-42.55615,-21.28211
3158508,Santana de Pirapama,-43.90112,-18.915770000000002
3158607,Santana do Deserto,-43.182809999999996,-21.945970000000003
3158706,Santana do Garambéu,-44.06612,-21.63693
3158805,Santana do Jacaré,-45.06208,-20.883110000000002
3158904,Santana do Manhuaçu,-41.892309999999995,-20.05596
3158953,Santana do Paraíso,-42.52047,-19.385070000000002
3159001,Santana do Riacho,-43.64467,-19.188679999999998
3159100,Santana dos Montes,-43.66981,-20.796860000000002
3159902,Santo Antônio do Amparo,-44.94279,-20.916220000000003
3160009,Santo Antônio do Aventureiro,-42.81152,-21.75144
3160108,Santo Antônio do Grama,-42.60393,-20.32218
3160207,Santo Antônio do Itambé,-43.266740000000006,-18.47841
3160306,Santo Antônio do Jacinto,-40.27748,-16.50365
3160405,Santo Antônio do Monte,-45.29227,-20.08305
3160454,Santo Antônio do Retiro,-42.661,-15.28815
3160504,Santo Antônio do Rio Abaixo,-43.24905,-19.2414
3160603,Santo Hipólito,-44.17239,-18.3902
3160702,Santos Dumont,-43.52572,-21.457729999999998
3160801,São Bento Abade,-45.07233,-21.57006
3160900,São Brás do Suaçuí,-43.9724,-20.6275
3160959,São Domingos das Dores,-42.03086,-19.52461
3161007,São Domingos do Prata,-42.90323,-19.90304
3161056,São Félix de Minas,-41.44856,-18.568620000000003
3161106,São Francisco,-44.861290000000004,-15.89647
3161205,São Francisco de Paula,-44.9954,-20.71655
3161304,São Francisco de Sales,-49.859429999999996,-19.79675
3161403,São Francisco do Glória,-42.28228,-20.79192
3161502,São Geraldo,-42.82911,-20.9106
3161601,São Geraldo da Piedade,-42.310359999999996,-18.89633
3161650,São Geraldo do Baixio,-41.366859999999996,-18.91681
3161700,São Gonçalo do Abaeté,-45.54592,-18.17672
3161809,São Gonçalo do Pará,-44.82844,-19.98387
3161908,São Gonçalo do Rio Abaixo,-43.32137,-19.81715
3125507,São Gonçalo do Rio Preto,-43.3585,-18.07634
3162005,São Gonçalo do Sapucaí,-45.59435,-21.91101
3162104,São Gotardo,-45.99948,-19.359920000000002
3162203,São João Batista do Glória,-46.438629999999996,-20.57715
3162252,São João da Lagoa,-44.33477,-16.859779999999997
3162302,São João da Mata,-45.923190000000005,-21.94259
3162401,São João da Ponte,-43.895270000000004,-15.90845
3162450,São João das Missões,-44.22772,-14.89189
3162500,São João del Rei,-44.274429999999995,-21.26315
3162559,São João do Manhuaçu,-42.15348,-20.369989999999998
3162575,São João do Manteninha,-41.164359999999995,-18.75262
3162609,São João do Oriente,-42.17034,-19.35396
3162658,São João do Pacuí,-44.524359999999994,-16.555320000000002
3162708,São João do Paraíso,-41.976890000000004,-15.34281
3162807,São João Evangelista,-42.7756,-18.51363
3162906,São João Nepomuceno,-43.00325,-21.58302
3162922,São Joaquim de Bicas,-44.249,-20.07085
3162948,São José da Barra,-46.24488,-20.749229999999997
3162955,São José da Lapa,-43.9904,-19.69689
3163003,São José da Safira,-42.12335,-18.317510000000002
3163102,São José da Varginha,-44.56151,-19.69608
3163201,São José do Alegre,-45.517790000000005,-22.330379999999998
3163300,São José do Divino,-41.37598,-18.39828
3163409,São José do Goiabal,-42.69551,-19.93223
3163508,São José do Jacuri,-42.66827,-18.24287
3163607,São José do Mantimento,-41.77004,-20.020129999999998
3163706,São Lourenço,-45.034279999999995,-22.11715
3163805,São Miguel do Anta,-42.71083,-20.72682
3163904,São Pedro da União,-46.64195,-21.126829999999998
3164100,São Pedro do Suaçuí,-42.59263,-18.34789
3164001,São Pedro dos Ferros,-42.56984,-20.05419
3164209,São Romão,-45.4063,-16.38945
3164308,São Roque de Minas,-46.51355,-20.18704
3164407,São Sebastião da Bela Vista,-45.7758,-22.16115
3164431,São Sebastião da Vargem Alegre,-42.59923,-21.02426
3164472,São Sebastião do Anta,-41.95732,-19.50724
3164506,São Sebastião do Maranhão,-42.54118,-18.05973
3164605,São Sebastião do Oeste,-45.04423,-20.25158
3164704,São Sebastião do Paraíso,-47.006409999999995,-20.922420000000002
3164803,São Sebastião do Rio Preto,-43.21948,-19.3005
3164902,São Sebastião do Rio Verde,-45.02482,-22.21944
3165206,São Thomé das Letras,-44.96379,-21.73334
3165008,São Tiago,-44.56035,-20.93854
3165107,São Tomás de Aquino,-47.12722,-20.786170000000002
3165305,São Vicente de Minas,-44.47432,-21.66705
3165404,Sapucaí-Mirim,-45.84856,-22.7863
3165503,Sardoá,-42.40705,-18.775479999999998
3165537,Sarzedo,-44.12104,-20.05914
3165560,Sem-Peixe,-42.82512,-20.08005
3165578,Senador Amaral,-46.21713,-22.557660000000002
3165602,Senador Cortes,-42.90919,-21.77044
3165701,Senador Firmino,-43.104490000000006,-20.90427
3165800,Senador José Bento,-46.14108,-22.156760000000002
3165909,Senador Modestino Gonçalves,-43.24095,-17.85525
3166006,Senhora de Oliveira,-43.34945,-20.801
3166105,Senhora do Porto,-43.080529999999996,-18.91321
3166204,Senhora dos Remédios,-43.60022,-21.03124
3166303,Sericita,-42.45872,-20.49232
3166402,Seritinga,-44.4596,-21.916520000000002
3166501,Serra Azul de Minas,-43.20728,-18.39065
3166600,Serra da Saudade,-45.77725,-19.38555
3166808,Serra do Salitre,-46.65453,-19.15914
3166709,Serra dos Aimorés,-40.26443,-17.78409
3166907,Serrania,-46.09281,-21.55402
3166956,Serranópolis de Minas,-42.86092,-15.85682
3167004,Serranos,-44.53689,-21.83099
3167103,Serro,-43.40178,-18.53642
3167202,Sete Lagoas,-44.25347,-19.437170000000002
3165552,Setubinha,-42.15682,-17.6225
3167301,Silveirânia,-43.20304,-21.14337
3167400,Silvianópolis,-45.80558,-22.0369
3167509,Simão Pereira,-43.29298,-21.96423
3167608,Simonésia,-41.98726,-19.99896
3167707,Sobrália,-42.14586,-19.21823
3167806,Soledade de Minas,-45.027609999999996,-22.02696
3167905,Tabuleiro,-43.256170000000004,-21.36335
3168002,Taiobeiras,-42.05611,-15.824489999999999
3168051,Taparuba,-41.61156,-19.73861
3168101,Tapira,-46.86828,-19.91584
3168200,Tapiraí,-46.16068,-19.8762
3168309,Taquaraçu de Minas,-43.68562,-19.63401
3168408,Tarumirim,-41.901920000000004,-19.301470000000002
3168507,Teixeiras,-42.86246,-20.63212
3168606,Teófilo Otoni,-41.38366,-17.7146
3168705,Timóteo,-42.60263,-19.55801
3168804,Tiradentes,-44.15462,-21.116429999999998
3168903,Tiros,-45.82408,-18.86006
3169000,Tocantins,-43.02648,-21.17747
3169059,Tocos do Moji,-46.14649,-22.35869
3169109,Toledo,-46.38322,-22.70571
3169208,Tombos,-42.064170000000004,-20.8819
3169307,Três Corações,-45.20489,-21.686410000000002
3169356,Três Marias,-45.06916,-18.29784
3169406,Três Pontas,-45.49816,-21.393539999999998
3169505,Tumiritinga,-41.7055,-19.015
3169604,Tupaciguara,-48.75528,-18.53487
3169703,Turmalina,-42.839940000000006,-17.24447
3169802,Turvolândia,-45.79968,-21.88498
3169901,Ubá,-42.965270000000004,-21.10533
3170008,Ubaí,-44.84768,-16.36403
3170057,Ubaporanga,-42.06994,-19.66052
3170107,Uberaba,-47.97716,-19.58093
3170206,Uberlândia,-48.33174,-19.02777
3170305,Umburatiba,-40.666909999999994,-17.272389999999998
3170404,Unaí,-46.819720000000004,-16.37583
3170438,União de Minas,-50.34295,-19.40844
3170479,Uruana de Minas,-46.31961,-16.092589999999998
3170503,Urucânia,-42.72979,-20.32531
3170529,Urucuia,-45.57288,-16.02864
3170578,Vargem Alegre,-42.3213,-19.603679999999997
3170602,Vargem Bonita,-46.33615,-20.431279999999997
3170651,Vargem Grande do Rio Pardo,-42.29894,-15.34066
3170701,Varginha,-45.40911,-21.557479999999998
3170750,Varjão de Minas,-45.935190000000006,-18.46655
3170800,Várzea da Palma,-44.727270000000004,-17.495739999999998
3170909,Varzelândia,-43.93443,-15.64148
3171006,Vazante,-46.86762,-17.86915
3171030,Verdelândia,-43.6283,-15.540189999999999
3171071,Veredinha,-42.72525,-17.48766
3171105,Veríssimo,-48.34091,-19.60247
3171154,Vermelho Novo,-42.2543,-20.03399
3171204,Vespasiano,-43.94485,-19.730970000000003
3171303,Viçosa,-42.88551,-20.74042
3171402,Vieiras,-42.28199,-20.91264
3171600,Virgem da Lapa,-42.339620000000004,-16.71547
3171709,Virgínia,-45.108509999999995,-22.34194
3171808,Virginópolis,-42.67029,-18.79188
3171907,Virgolândia,-42.31755,-18.45167
3172004,Visconde do Rio Branco,-42.83997,-21.01158
3172103,Volta Grande,-42.557359999999996,-21.758020000000002
3172202,Wenceslau Braz,-45.40137,-22.554679999999998
3200102,Afonso Cláudio,-41.126509999999996,-20.08943
3200169,Água Doce do Norte,-40.996759999999995,-18.51665
3200136,Águia Branca,-40.74951,-18.97033
3200201,Alegre,-41.512240000000006,-20.71935
3200300,Alfredo Chaves,-40.82705,-20.56389
3200359,Alto Rio Novo,-40.9872,-19.02212
3200409,Anchieta,-40.68603,-20.71922
3200508,Apiacá,-41.554140000000004,-21.07214
3200607,Aracruz,-40.175959999999996,-19.76598
3200706,Atílio Vivacqua,-41.18717,-20.96295
3200805,Baixo Guandu,-40.98284,-19.569879999999998
3200904,Barra de São Francisco,-40.83155,-18.66602
3201001,Boa Esperança,-40.32907,-18.48479
3201100,Bom Jesus do Norte,-41.63384,-21.08446
3201159,Brejetuba,-41.29694,-20.12537
3201209,Cachoeiro de Itapemirim,-41.189640000000004,-20.767770000000002
3201308,Cariacica,-40.44213,-20.29068
3201407,Castelo,-41.20398,-20.55167
3201506,Colatina,-40.655590000000004,-19.48626
3201605,Conceição da Barra,-39.83316,-18.44555
3201704,Conceição do Castelo,-41.26598,-20.37068
3201803,Divino de São Lourenço,-41.72452,-20.58673
3201902,Domingos Martins,-40.849140000000006,-20.3078
3202009,Dores do Rio Preto,-41.81211,-20.63501
3202108,Ecoporanga,-40.80769,-18.26558
3202207,Fundão,-40.355579999999996,-19.96874
3202256,Governador Lindenberg,-40.500009999999996,-19.20536
3202306,Guaçuí,-41.70521,-20.76339
3202405,Guarapari,-40.545790000000004,-20.58522
3202454,Ibatiba,-41.5503,-20.25076
3202504,Ibiraçu,-40.41787,-19.8348
3202553,Ibitirama,-41.69262,-20.485960000000002
3202603,Iconha,-40.85747,-20.754939999999998
3202652,Irupi,-41.63675,-20.331229999999998
3202702,Itaguaçu,-40.86457,-19.72844
3202801,Itapemirim,-40.9468,-20.966910000000002
3202900,Itarana,-40.88899,-19.94981
3203007,Iúna,-41.6565,-20.34848
3203056,Jaguaré,-40.0041,-18.94965
3203106,Jerônimo Monteiro,-41.39365,-20.81317
3203130,João Neiva,-40.436890000000005,-19.71538
3203163,Laranja da Terra,-41.05773,-19.87258
3203205,Linhares,-40.02875,-19.38213
3203304,Mantenópolis,-41.07172,-18.87642
3203320,Marataízes,-40.89304,-21.10046
3203346,Marechal Floriano,-40.77391,-20.43124
3203353,Marilândia,-40.51794,-19.43508
3203403,Mimoso do Sul,-41.37677,-21.08861
3203502,Montanha,-40.27517,-18.13886
3203601,Mucurici,-40.51253,-18.01473
3203700,Muniz Freire,-41.43497,-20.426779999999997
3203809,Muqui,-41.34393,-20.93826
3203908,Nova Venécia,-40.52278,-18.69841
3204005,Pancas,-40.817240000000005,-19.14554
3204054,Pedro Canário,-40.03714,-18.18243
3204104,Pinheiros,-40.1982,-18.369889999999998
3204203,Piúma,-40.77193,-20.837870000000002
3204252,Ponto Belo,-40.51423,-18.25078
3204302,Presidente Kennedy,-41.07249,-21.14312
3204351,Rio Bananal,-40.308170000000004,-19.23046
3204401,Rio Novo do Sul,-40.91873,-20.81823
3204500,Santa Leopoldina,-40.5394,-20.12319
3204559,Santa Maria de Jetibá,-40.80389,-20.08526
3204609,Santa Teresa,-40.63734,-19.87911
3204658,São Domingos do Norte,-40.566629999999996,-19.122410000000002
3204708,São Gabriel da Palha,-40.50846,-18.952720000000003
3204807,São José do Calçado,-41.65567,-20.98281
3204906,São Mateus,-40.02126,-18.74841
3204955,São Roque do Canaã,-40.67946,-19.719720000000002
3205002,Serra,-40.30162,-20.128120000000003
3205010,Sooretama,-40.146679999999996,-19.07254
3205036,Vargem Alta,-41.004020000000004,-20.64648
3205069,Venda Nova do Imigrante,-41.14022,-20.37043
3205101,Viana,-40.51282,-20.40099
3205150,Vila Pavão,-40.627159999999996,-18.61424
3205176,Vila Valério,-40.32949,-18.96654
3205200,Vila Velha,-40.3783,-20.43404
3205309,Vitória,-39.13743,-20.302210000000002
3300100,Angra dos Reis,-44.352990000000005,-22.98678
3300159,Aperibé,-42.13473,-21.652420000000003
3300209,Araruama,-42.29325,-22.75517
3300225,Areal,-43.12193,-22.2351
3300233,Armação dos Búzios,-41.95006,-22.77608
3300258,Arraial do Cabo,-42.15808,-22.9259
3300308,Barra do Piraí,-43.91356,-22.42624
3300407,Barra Mansa,-44.18846,-22.5066
3300456,Belford Roxo,-43.376870000000004,-22.72906
3300506,Bom Jardim,-42.37283,-22.20039
3300605,Bom Jesus do Itabapoana,-41.68375,-21.12324
3300704,Cabo Frio,-42.05722,-22.71036
3300803,Cachoeiras de Macacu,-42.72878,-22.51584
3300902,Cambuci,-41.913959999999996,-21.49626
3301009,Campos dos Goytacazes,-41.4039,-21.747320000000002
3301108,Cantagalo,-42.33448,-21.86874
3300936,Carapebus,-41.6518,-22.19602
3301157,Cardoso Moreira,-41.500609999999995,-21.52529
3301207,Carmo,-42.56865,-21.90113
3301306,Casimiro de Abreu,-42.144220000000004,-22.4822
3300951,Comendador Levy Gasparian,-43.25656,-22.04329
3301405,Conceição de Macabu,-41.84285,-22.13506
3301504,Cordeiro,-42.34237,-22.05882
3301603,Duas Barras,-42.498540000000006,-22.05659
3301702,Duque de Caxias,-43.2999,-22.63256
3301801,Engenheiro Paulo de Frontin,-43.63769,-22.51256
3301850,Guapimirim,-42.96457,-22.58377
3301876,Iguaba Grande,-42.21797,-22.82871
3301900,Itaboraí,-42.85463,-22.74969
3302007,Itaguaí,-43.8174,-22.84412
3302056,Italva,-41.653659999999995,-21.42409
3302106,Itaocara,-42.08266,-21.72715
3302205,Itaperuna,-41.89503,-21.22456
3302254,Itatiaia,-44.58832,-22.441779999999998
3302270,Japeri,-43.60582,-22.66189
3302304,Laje do Muriaé,-42.136340000000004,-21.25066
3302403,Macaé,-41.977340000000005,-22.29578
3302452,Macuco,-42.273590000000006,-22.02422
3302502,Magé,-43.11314,-22.61359
3302601,Mangaratiba,-44.04392,-22.952560000000002
3302700,Maricá,-42.81689,-22.91541
3302809,Mendes,-43.73976,-22.52168
3302858,Mesquita,-43.45255,-22.79956
3302908,Miguel Pereira,-43.469590000000004,-22.50696
3303005,Miracema,-42.15254,-21.3957
3303104,Natividade,-41.93161,-21.0413
3303203,Nilópolis,-43.42895,-22.821070000000002
3303302,Niterói,-43.05543,-22.915129999999998
3303401,Nova Friburgo,-42.5015,-22.31981
3303500,Nova Iguaçu,-43.50189,-22.68743
3303609,Paracambi,-43.72558,-22.6219
3303708,Paraíba do Sul,-43.305690000000006,-22.18381
3303807,Paraty,-44.706179999999996,-23.14844
3303856,Paty do Alferes,-43.40562,-22.36619
3303906,Petrópolis,-43.157309999999995,-22.39855
3303955,Pinheiral,-43.99882,-22.54186
3304003,Piraí,-43.90455,-22.633879999999998
3304102,Porciúncula,-41.96948,-20.90639
3304110,Porto Real,-44.326029999999996,-22.44106
3304128,Quatis,-44.23692,-22.355
3304144,Queimados,-43.58505,-22.72557
3304151,Quissamã,-41.4405,-22.1043
3304201,Resende,-44.48487,-22.44067
3304300,Rio Bonito,-42.58846,-22.73467
3304409,Rio Claro,-44.07907,-22.78211
3304508,Rio das Flores,-43.53935,-22.16005
3304524,Rio das Ostras,-41.94681,-22.4542
3304557,Rio de Janeiro,-43.45093,-22.92322
3304607,Santa Maria Madalena,-41.91312,-21.96976
3304706,Santo Antônio de Pádua,-42.19272,-21.55593
3304805,São Fidélis,-41.78761,-21.66014
3304755,São Francisco de Itabapoana,-41.134640000000005,-21.41827
3304904,São Gonçalo,-42.99723,-22.82565
3305000,São João da Barra,-41.08065,-21.78165
3305109,São João de Meriti,-43.3653,-22.78515
3305133,São José de Ubá,-41.94919,-21.37048
3305158,São José do Vale do Rio Preto,-42.93302,-22.16975
3305208,São Pedro da Aldeia,-42.12491,-22.787470000000003
3305307,São Sebastião do Alto,-42.10243,-21.88355
3305406,Sapucaia,-42.82263,-22.024179999999998
3305505,Saquarema,-42.51869,-22.87797
3305554,Seropédica,-43.70262,-22.75962
3305604,Silva Jardim,-42.41329,-22.567729999999997
3305703,Sumidouro,-42.66711,-22.1126
3305752,Tanguá,-42.725590000000004,-22.78162
3305802,Teresópolis,-42.87382,-22.314
3305901,Trajano de Moraes,-42.155809999999995,-22.13016
3306008,Três Rios,-43.11421,-22.12407
3306107,Valença,-43.85794,-22.2347
3306156,Varre-Sai,-41.82978,-20.89258
3306206,Vassouras,-43.57529,-22.360970000000002
3306305,Volta Redonda,-44.08855,-22.491229999999998
3500105,Adamantina,-51.0568,-21.57668
3500204,Adolfo,-49.65328,-21.28869
3500303,Aguaí,-47.04032,-22.049960000000002
3500402,Águas da Prata,-46.69167,-21.91396
3500501,Águas de Lindóia,-46.60367,-22.47482
3500550,Águas de Santa Bárbara,-49.26104,-22.85795
3500600,Águas de São Pedro,-47.876090000000005,-22.59865
3500709,Agudos,-49.10877,-22.57193
3500758,Alambari,-47.86906,-23.54893
3500808,Alfredo Marcondes,-51.39565,-21.93497
3500907,Altair,-49.09386,-20.53334
3501004,Altinópolis,-47.38625,-21.01805
3501103,Alto Alegre,-50.19212,-21.61254
3501152,Alumínio,-47.281259999999996,-23.53302
3501202,Álvares Florence,-49.92025,-20.28955
3501301,Álvares Machado,-51.514920000000004,-22.1315
3501400,Álvaro de Carvalho,-49.733990000000006,-22.08652
3501509,Alvinlândia,-49.75853,-22.45255
3501608,Americana,-47.289120000000004,-22.72324
3501707,Américo Brasiliense,-48.03229,-21.72234
3501806,Américo de Campos,-49.76802,-20.28939
3501905,Amparo,-46.79873,-22.69913
3502002,Analândia,-47.67796,-22.12108
3502101,Andradina,-51.32972,-20.8356
3502200,Angatuba,-48.45933,-23.43684
3502309,Anhembi,-48.17473,-22.80007
3502408,Anhumas,-51.42778,-22.36202
3502507,Aparecida,-45.23726,-22.91411
3502606,Aparecida d'Oeste,-50.92198,-20.4788
3502705,Apiaí,-48.81736,-24.421470000000003
3502754,Araçariguama,-47.072379999999995,-23.43443
3502804,Araçatuba,-50.5745,-21.11386
3502903,Araçoiaba da Serra,-47.65153,-23.543870000000002
3503000,Aramina,-47.820640000000004,-20.14505
3503109,Arandu,-49.064029999999995,-23.1777
3503158,Arapeí,-44.438590000000005,-22.67291
3503208,Araraquara,-48.18132,-21.79165
3503307,Araras,-47.323859999999996,-22.34616
3503356,Arco-Íris,-50.43094,-21.76634
3503406,Arealva,-48.98212,-22.0762
